Word,Frequency
contacts,1
educational,4
vocational,1
skills,2
rise,7
prominence,3
many,394
baseball,39
clubs,16
walter,18
malley,15
buy,16
first,238
became,52
entrepreneur,2
involved,12
public,48
works,29
contracting,1
became,52
executive,7
dodgers,10
many,394
baseball,39
clubs,16
walter,18
malley,15
buy,16
he,98
progressed,2
team,21
lawyer,5
dodgers,10
owner,8
president,71
eventually,7
made,59
business,12
decision,3
relocate,1
dodgers,10
franchise,2
many,394
baseball,39
clubs,16
walter,18
malley,15
buy,16
although,32
moved,12
franchise,2
omalley,8
known,138
businessman,2
whose,7
major,56
philosophy,5
stability,3
loyalty,1
employees,5
many,394
baseball,39
clubs,16
walter,18
malley,15
buy,16
omalley,8
ceded,1
team,21
presidency,10
son,4
peter,6
retained,2
titles,7
owner,8
chairman,5
dodgers,10
death,20
many,394
baseball,39
clubs,16
walter,18
malley,15
buy,16
during,18
season,67
dodgers,10
inability,2
negotiate,2
contract,27
andy,6
messersmith,1
led,28
seitz,1
decision,3
limited,9
baseball,39
reserve,44
clause,4
paved,1
way,32
modern,26
free,29
agency,8
many,394
baseball,39
clubs,16
walter,18
malley,15
buy,16
he,98
bequeathed,1
team,21
children,20
peter,6
omalley,8
therese,1
omalley,8
seidler,1
upon,9
death,20
name,102
platte,14
come,72
the,648
platte,14
river,18
pawnee,1
kíckatus,1
major,56
river,18
state,122
nebraska,3
long,49
name,102
platte,14
come,72
measured,2
farthest,1
source,10
via,12
tributary,4
north,56
platte,14
river,18
flows,5
name,102
platte,14
come,72
the,648
platte,14
river,18
tributary,4
missouri,3
river,18
turn,6
tributary,4
mississippi,31
river,18
flows,5
gulf,2
mexico,50
name,102
platte,14
come,72
the,648
platte,14
length,11
muddy,1
broad,4
shallow,1
meandering,1
stream,3
swampy,1
bottom,4
many,394
islandsa,1
braided,1
stream,3
name,102
platte,14
come,72
these,21
characteristics,7
made,59
difficult,4
canoe,1
travel,3
never,8
used,108
major,56
transportation,5
route,3
europeanamerican,1
trappers,2
explorers,3
name,102
platte,14
come,72
the,648
platte,14
one,163
significant,11
tributary,4
systems,20
watershed,1
missouri,3
draining,1
large,37
portion,6
central,20
great,22
plains,3
nebraska,3
eastern,13
rocky,3
mountains,13
colorado,3
wyoming,2
name,102
platte,14
come,72
the,648
river,18
valley,13
played,30
important,46
role,24
westward,1
expansion,8
united,176
states,222
providing,6
route,3
several,33
major,56
emigrant,1
trails,3
including,56
oregon,14
california,20
mormon,1
bozeman,1
trails,3
name,102
platte,14
come,72
the,648
first,238
europeans,4
see,23
platte,14
french,23
explorers,3
fur,2
trappers,2
first,238
called,47
nebraskier,1
nebraska,3
transliteration,2
name,102
given,14
otoe,1
people,127
meaning,10
flat,4
water,91
who,82
democrats,7
vote,13
the,648
democratic,9
party,55
one,163
two,84
major,56
contemporary,6
political,29
parties,10
united,176
states,222
along,23
republican,9
party,55
who,82
democrats,7
vote,13
since,58
s,494
party,55
promoted,6
socially,2
liberal,6
progressive,3
platform,19
congressional,7
caucus,2
composed,13
progressives,2
liberals,2
centrists,2
who,82
democrats,7
vote,13
the,648
party,55
lengthiest,2
record,32
continuous,4
operation,8
united,176
states,222
among,26
oldest,10
political,29
parties,10
world,177
who,82
democrats,7
vote,13
current,42
president,71
united,176
states,222
barack,3
obama,6
th,86
democrat,4
hold,10
office,16
presidency,10
who,82
democrats,7
vote,13
as,38
th,86
congress,40
following,32
elections,4
democratic,9
party,55
currently,19
holds,10
minority,8
seats,4
house,15
representatives,7
majority,9
seats,4
senate,7
well,63
minority,8
state,122
governorships,2
control,24
minority,8
state,122
legislatures,5
sings,5
song,84
never,8
ending,6
story,11
the,648
neverending,3
story,11
titled,6
the,648
neverending,3
story,11
lhistoire,1
sans,1
fin,1
french,23
version,16
title,25
song,84
english,17
version,16
film,79
the,648
neverending,3
story,11
sings,5
song,84
never,8
ending,6
story,11
the,648
english,17
version,16
performed,20
limahl,2
beth,3
anderson,1
french,23
version,16
performed,20
limahl,2
ann,4
calvert,4
sings,5
song,84
never,8
ending,6
story,11
it,146
success,11
many,394
countries,33
reaching,3
no,18
norway,3
sweden,2
no,18
austria,3
germany,11
italy,10
no,18
uk,7
no,18
us,130
billboard,15
adult,21
contemporary,6
chart,4
limestone,14
form,43
limestone,14
sedimentary,2
rock,34
composed,13
largely,11
minerals,1
calcite,1
aragonite,1
different,61
crystal,1
forms,26
calcium,3
carbonate,1
caco,1
limestone,14
form,43
many,394
limestones,1
composed,13
skeletal,3
fragments,2
marine,3
organisms,2
coral,1
foraminifera,1
limestone,14
form,43
limestone,14
makes,10
total,31
volume,16
sedimentary,2
rocks,2
limestone,14
form,43
the,648
solubility,2
limestone,14
water,91
weak,1
acid,42
solutions,1
leads,8
karst,1
landscapes,1
water,91
erodes,1
limestone,14
thousands,7
millions,3
years,62
limestone,14
form,43
most,20
cave,1
systems,20
limestone,14
bedrock,1
limestone,14
form,43
limestone,14
numerous,16
uses,17
building,33
material,8
aggregate,1
base,15
roads,2
white,15
pigment,1
filler,1
products,9
toothpaste,1
paints,2
chemical,8
feedstock,1
limestone,14
form,43
the,648
first,238
geologist,1
distinguish,4
limestone,14
dolomite,1
belsazar,1
hacquet,1
risk,6
infections,3
risk,6
infection,2
nursing,1
diagnosis,4
defined,21
state,122
individual,12
risk,6
invaded,1
opportunistic,1
pathogenic,1
agent,1
virus,1
fungus,2
bacteria,3
protozoa,1
parasite,1
endogenous,1
exogenous,1
sources,6
approved,5
nanda,1
risk,6
infections,3
although,32
anyone,2
become,65
infected,1
pathogen,1
patients,2
diagnosis,4
elevated,3
risk,6
extra,3
infection,2
controls,3
considered,28
discovered,21
neptune,16
planet,42
new,98
berlin,22
observatory,3
linden,1
street,8
neptune,16
discovered,21
observationally,1
discovered,21
neptune,16
planet,42
the,648
planet,42
neptune,16
mathematically,1
predicted,3
directly,13
observed,3
discovered,21
neptune,16
planet,42
with,18
prediction,3
urbain,2
le,6
verrier,6
telescopic,1
observations,1
confirming,1
existence,6
major,56
planet,42
made,59
night,28
september,17
berlin,22
observatory,3
astronomer,2
johann,1
gottfried,1
galle,1
assisted,5
heinrich,2
louis,3
darrest,1
working,8
le,6
verrier,6
s,494
calculations,4
discovered,21
neptune,16
planet,42
it,146
sensational,1
moment,3
th,86
century,58
science,8
dramatic,3
confirmation,1
newtonian,1
gravitational,2
theory,18
discovered,21
neptune,16
planet,42
in,210
françois,1
arago,1
s,494
apt,1
phrase,1
le,6
verrier,6
discovered,21
planet,42
point,27
pen,1
discovered,21
neptune,16
planet,42
in,210
retrospect,1
discovered,21
turned,3
observed,3
many,394
times,69
recognized,8
others,14
made,59
various,25
calculations,4
location,6
lead,17
observation,1
discovered,21
neptune,16
planet,42
by,9
planet,42
uranus,2
completed,3
nearly,15
one,163
full,23
orbit,5
since,58
discovery,10
william,9
herschel,1
astronomers,3
detected,2
series,75
irregularities,2
path,4
could,9
entirely,1
explained,2
newton,5
s,494
law,52
gravitation,1
discovered,21
neptune,16
planet,42
these,21
irregularities,2
could,9
however,31
resolved,1
gravity,2
farther,1
unknown,6
planet,42
disturbing,1
path,4
around,20
sun,41
discovered,21
neptune,16
planet,42
in,210
astronomers,3
urbain,2
le,6
verrier,6
paris,10
john,49
couch,2
adams,39
cambridge,1
separately,3
began,42
calculations,4
determine,5
nature,42
position,10
planet,42
discovered,21
neptune,16
planet,42
unfortunately,1
le,6
verrier,6
s,494
triumph,11
also,166
led,28
tense,1
international,23
dispute,3
priority,2
shortly,1
discovery,10
george,44
airy,1
time,86
british,29
astronomer,2
royal,9
announced,11
adams,39
also,166
predicted,3
discovery,10
planet,42
discovered,21
neptune,16
planet,42
nevertheless,5
royal,9
society,12
awarded,9
le,6
verrier,6
copley,1
medal,6
achievement,2
without,22
mention,2
adams,39
discovered,21
neptune,16
planet,42
the,648
discovery,10
neptune,16
led,28
discovery,10
moon,18
triton,1
william,9
lassell,1
seventeen,1
days,26
later,46
separates,15
album,57
what,105
separates,15
me,22
you,44
fourth,9
studio,12
album,57
american,137
metalcore,1
pop,8
punk,2
band,36
a,111
day,58
remember,2
separates,15
album,57
originally,15
set,19
release,17
october,22
album,57
delayed,2
november,27
united,176
kingdom,28
proceeding,5
day,58
united,176
states,222
separates,15
album,57
it,146
featured,9
greater,10
use,41
clean,1
vocals,3
pop,8
punk,2
style,6
band,36
s,494
previous,8
releases,7
separates,15
album,57
the,648
album,57
recorded,10
wade,2
studios,2
ocala,1
florida,20
may,112
july,27
separates,15
album,57
it,146
mixed,7
david,19
bendeth,1
mastered,1
ted,2
jensen,1
produced,19
chad,1
gilbert,2
new,98
found,47
glory,1
andrew,4
wade,2
also,166
produced,19
band,36
s,494
previous,8
album,57
homesick,3
separates,15
album,57
it,146
first,238
album,57
featuring,6
kevin,3
skaff,1
guitar,14
following,32
tom,3
denney,1
s,494
departue,1
homesick,3
separates,15
album,57
all,10
i,44
want,21
released,48
what,105
separates,15
me,22
yous,1
first,238
single,27
separates,15
album,57
it,146
reached,11
number,50
us,130
alternative,6
songs,11
number,50
rock,34
songs,11
separates,15
album,57
the,648
album,57
debuted,4
us,130
billboard,15
number,50
first,238
week,6
sales,2
becoming,9
a,111
day,58
remember,2
s,494
personal,9
best,30
homesick,3
peaked,8
number,50
separates,15
album,57
what,105
separates,15
me,22
you,44
met,2
critical,7
success,11
critics,9
praising,1
album,57
s,494
sound,8
separates,15
album,57
the,648
band,36
toured,1
worldwide,21
support,11
release,17
freddie,14
mercury,44
die,72
freddie,14
mercury,44
born,66
farrokh,1
bulsara,1
gujarati,1
pharokh,1
balsara,1
september,17
november,27
british,29
musician,9
singer,14
songwriter,11
best,30
known,138
lead,17
vocalist,6
lyricist,1
rock,34
band,36
queen,8
freddie,14
mercury,44
die,72
as,38
performer,2
known,138
flamboyant,1
stage,19
persona,1
powerful,8
vocals,3
four,53
octave,2
range,30
freddie,14
mercury,44
die,72
as,38
songwriter,11
mercury,44
composed,13
many,394
hits,3
queen,8
including,56
bohemian,1
rhapsody,1
killer,2
queen,8
somebody,1
love,36
do,10
nt,4
stop,4
me,22
now,2
crazy,1
little,30
thing,2
called,47
love,36
we,1
are,23
champions,7
freddie,14
mercury,44
die,72
in,210
addition,18
work,27
queen,8
led,28
solo,12
career,24
also,166
occasionally,1
served,23
producer,8
guest,3
musician,9
piano,1
vocals,3
artists,6
freddie,14
mercury,44
die,72
he,98
died,44
bronchopneumonia,1
brought,9
aids,2
november,27
one,163
day,58
publicly,4
acknowledging,1
disease,14
freddie,14
mercury,44
die,72
mercury,44
parsi,1
born,66
zanzibar,1
grew,4
india,37
midteens,1
freddie,14
mercury,44
die,72
he,98
referred,21
britain,10
s,494
first,238
asian,2
rock,34
star,11
freddie,14
mercury,44
die,72
in,210
mercury,44
placed,6
number,50
bbc,1
s,494
poll,3
greatest,19
britons,1
time,86
asia,7
named,25
one,163
influential,5
asian,2
heroes,3
past,3
years,62
continues,5
voted,3
one,163
greatest,19
singers,4
history,28
popular,30
music,32
freddie,14
mercury,44
die,72
in,210
poll,3
organised,1
blender,1
mtv,3
saw,5
mercury,44
voted,3
greatest,19
male,7
singer,14
time,86
freddie,14
mercury,44
die,72
in,210
rolling,3
stone,3
editors,1
ranked,23
number,50
list,43
greatest,19
singers,4
time,86
freddie,14
mercury,44
die,72
in,210
classic,3
rock,34
poll,3
saw,5
voted,3
greatest,19
rock,34
singer,14
time,86
freddie,14
mercury,44
die,72
allmusic,1
characterised,2
mercury,44
one,163
rock,34
s,494
greatest,19
alltime,7
entertainers,1
possessed,1
one,163
greatest,19
voices,1
music,32
lutheran,12
church,27
began,42
lutheranism,4
major,56
branch,2
western,31
christianity,26
identifies,1
theology,6
martin,21
luther,4
german,20
reformer,1
lutheran,12
church,27
began,42
luther,4
s,494
efforts,6
reform,7
theology,6
practice,7
roman,22
catholic,8
church,27
launched,13
protestant,4
reformation,3
lutheran,12
church,27
began,42
beginning,6
theses,1
luther,4
s,494
writings,3
disseminated,2
internationally,5
spreading,1
ideas,3
reformation,3
beyond,5
ability,11
governmental,3
churchly,1
authorities,3
control,24
lutheran,12
church,27
began,42
the,648
split,7
lutherans,2
roman,22
catholics,1
began,42
edict,1
worms,1
condemned,2
luther,4
officially,10
outlawed,1
citizens,7
holy,1
roman,22
empire,50
defending,1
ideas,3
lutheran,12
church,27
began,42
the,648
punishment,1
decreed,1
lutheranism,4
seizure,7
property,4
half,13
going,2
imperial,4
government,54
half,13
given,14
accusers,1
lutheran,12
church,27
began,42
the,648
divide,3
centered,4
doctrine,3
justification,2
lutheran,12
church,27
began,42
lutheranism,4
advocates,1
doctrine,3
justification,2
grace,2
alone,6
faith,6
alone,6
christ,6
alone,6
went,6
roman,22
view,10
faith,6
formed,14
love,36
faith,6
works,29
lutheran,12
church,27
began,42
unlike,2
reformed,3
churches,2
lutherans,2
retain,1
high,26
respect,2
authority,16
church,27
fathers,5
well,63
many,394
liturgical,2
practices,4
sacramental,1
teachings,2
prereformation,1
church,27
particular,6
emphasis,1
eucharist,1
lord,4
s,494
supper,1
lutheran,12
church,27
began,42
lutheran,12
theology,6
significantly,4
differs,2
reformed,3
theology,6
christology,1
purpose,4
god,12
s,494
law,52
divine,3
grace,2
concept,8
perseverance,1
saints,1
predestination,1
lutheran,12
church,27
began,42
like,23
denominations,3
lutheranism,4
split,7
liberal,6
conservativeconfessional,1
camps,3
cities,17
orange,4
county,27
ca,2
incorporated,6
cities,17
orange,4
county,27
california,20
usa,32
sang,4
